PassageID,Title,Author,Total termFreq,Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
0540501300_000049,"Abridgment of the minutes of the evidence, taken before a committee of the whole House, to whom it was referred to consider of the slave-trade, 1791.",Great Britain. Parliament. House of Commons,60,1791,1,1,"[London, 1791].",London,168,unknown,,,False
0079500800_000016,New travels in the United States of America. Performed in 1788. By J. P. Brissot de Warville. Translated from the French.,Jacques Pierre Brissot,41,1792,1,1,"Dublin : printed by W. Corbet, for P. Byrne, A. Grueber, W. Mckenzie, J. Moore, W. Jones, R. M'allister, and J. Rice, MDCCXCII. [1792].",Dublin,491,male,1754,1793,False
1145900700_000014,A collection of papers relating to the trade to Africa.,,73,1712,1,1,"[London, 1712?].",London,54,unknown,,,False
0127400100_000020,"A dissertation on the manners, governments, and spirit, of Africa. To which is added, observations on the present applications to Parliament for abolishing Negroe slavery in the British West Indies. By S. Hollingsworth, Author of the Present State of Nova Scotia and Canada, &c. &c.","Hollingsworth, S.",40,1788,1,1,"Edinburgh : printed for William Creech , Edinburgh ; and J. Stockdale, and J. Murray, London, MDCCLXXXVIII. [1788].",Edinburgh,68,unknown,,,False
0586700800_000016,A country gentleman's reasons for voting against Mr. Wilberforce's motion for a bill to prohibit the importation of African negroes into the colonies.,Country Gentleman,52,1792,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, 1792.",London,79,male,,,False
0623400400_000031,"Memoirs of the reign of Bossa Ahádee, King of Dahomy, an inland country of Guiney. To which are added, the author's journey to Abomey, the capital; and a short account of the African slave trade. By Robert Norris. Illustrated with a new map.","Norris, Robert           1791",43,1789,1,1,"London : printed for W. Lowndes, No. 77, Fleet-Street, M.DCC.LXXXIX. [1789].",London,200,unknown,,,False
1356100800_000001,"Minutes of the evidence taken at the Bar of the House of Lords, Upon the order make for taking into consideration the present state of the trade of Aftica, and particularly the trade in slaves; and also for taking into consideration the nature, extent, and importance of the sugar, coffee, and cotton trade; and the general state and condition of the West India islands, and the means of improving the same; and for the Lords to be summoned; and for the agents of the West India colonies to be heard by their counsel at the bar of the house, in support of their petition against the abolition of the slave trade.",Great Britain. Parliament. House of Lords,67,1792,1,1,"[London? : s.n.], 1792.",London,187,unknown,,,False
0993600201_001527,"Cyclopædia: or, an universal dictionary of arts and sciences. ... By E. Chambers, F.R.S. With the supplement, and modern improvements, incorporated in one alphabet. By Abraham Rees, D.D. In four volumes ...",Abraham Rees,62,1778,1,5,"London : printed for W. Strahan, J. F. and C. Rivington, A. Hamilton, J. Hinton, T. Payne [and 31 others in London], 1778-1788.",London,1082,male,1743,1825,False
1327800300_000029,"Anecdotes of the life, adventures, and vindication, of a medical character, metaphorically defunct. To which are prefixed or subjoined a dedication to certain respectable personages; a curious dramatic dialogue; and an appendix, containing an expostulatory epistle, addressed to Counsellor Absque, on his conduct at a late trial at Winchester, sundry vouchers, and specimens of Latin and English poetry. Published for the benefit of the tin miners of Cornwall, By Benjamin Goosequill and Peter Paragraph.",James Makittrick Adair,42,1790,1,1,"London : Sold by ...teman, No. 21, Devonshire Street, M,DCC,XC. [1790].",London,404,male,1728,1802,False
1010400100_000582,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants. The second edition, with the addition of a new and accurate set of maps of the world, Europe, Asia, Africa, and North and South America, by Mr. Bowen.",Richard Rolt,61,1761,1,1,"London : printed for G. Keith, at the Bible and Crown, in Grace-Church-Street; S. Crowder, at the Looking-Glass, and H. Woodgate and S. Brooks, at the Golden Ball, in Pater-Noster-Row, MDCCLXI. [1761].",London,926,male,1724,1770,False
1114100700_000003,"Report, resolutions, and remonstrance, of the Honourable the Council and Assembly of Jamaica, at a joint committee, on the subject of the slave-trade, in a session which began the 20th of October 1789. Published, and presented to the Members of both Houses of Parliament, in pursuance of an Order of the Assembly, by Stephen Fuller, Esq. agent for Jamaica.",Jamaica. Assembly. Joint Committee on the subject of the Slave-trade,49,1790,1,1,"London : printed for B. White and Son, Fleet-Street; J. Sewell, Cornhill; R. Faulder, New Bond-Street; and J. Debrett and J. Stockdale, Piccadilly, M.DCC.XC. [1790].",London,19,unknown,,,False
1269500101_000097,Selections from the most celebrated foreign literary journals and other periodical publications. ...,William Tooke,43,1798,1,2,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, 1798.",London,533,male,1744,1820,False
0150200900_000012,"Travels in the interior districts of Africa: performed under the Direction and Patronage of the African Association, in the years 1795, 1796, and 1797. By Mungo Park, Surgeon. With an appendix, containing geographical illustrations of Africa. By Major Rennell.",Mungo Park,43,1799,1,1,"London : printed by W. Bulmer and Co. for the author; and sold by G. and W. Nicol, Booksellers to his majesty, Pall-Mall, 1799.",London,521,male,1771,1806,False
0301100100_000110,"A complete history of the present war, from its commencement in 1756, to the end of the campaign, 1760. In which, all the battles, sieges, and sea-engagements; with every other transaction worthy of public attention, are faithfully recorded; with political and military observations.",,47,1761,1,1,"London : printed for W. Owen , at Temple-Bar ; L. Davis and C. Reymers , in Holborn ; and J. Scott, in Pater-Noster Row, MDCCLXI. [1761].",London,550,unknown,,,False
1180700800_000006,"Letter to the treasurer of the Society instituted for the purpose of effecting the abolition of the slave trade. From The Rev. Robert Boucher Nickolls, ...","Nickolls, Robert Boucher",37,1788,1,1,"London : printed by James Phillips, 1788.",London,58,unknown,,,False
1613201100_000003,"A short essay on the subject of Negro slavery, with a particular reference to the island of Barbadoes. By the Reverend H.E. Holder, of that place.",Henry Evans Holder,46,1788,1,1,"London : Printed by Couchman and Fry, for Charles Dilly, in the Poultry, MDCCLXXXVIII. [1788].",London,46,male,1758,1801,False
1359400600_000331,"The history of America, from its discovery by Columbus to the conclusion of the late war. With an appendix, containing an account of the rise and progress of the unhappy contest between Great Britain and her colonies. By William Russell, Esq.",William Russell,31,1800,1,1,"London : printed for Walker, Pater-noster-Row, 1800.",London,609,male,1741,1793,False
0256800200_000027,"Considerations on the abolition of slavery and the slave trade, upon grounds of natural, religious, and political duty.",Thomas Burgess,46,1789,1,1,"Oxford : sold by D. Prince and J. Cooke; J. and J. Fletcher: and by Elmsly, White, Payne, Cadell, London, MDCCLXXXIX. [1789].",Oxford,171,male,1756,1837,False
